"replicate","posterior_draw_index","budget","selected_proposal","selected_reviewer","baseline_A_loss","current_A_loss","absolute_A_reduction","drawwise_percent_reduction"
2614,2768,3,"P027","R08",0.116781305234452,0.116328874286131,0.00045243094832044,0.387417273177529
2614,2768,4,"P024","R05",0.116781305234452,0.116176962825909,0.000604342408542416,0.517499275529701
2614,2768,5,"P022","R04",0.116781305234452,0.116024000382373,0.000757304852078616,0.648481236408722
2614,2768,6,"P002","R01",0.116781305234452,0.115873101914791,0.000908203319660406,0.777695811702981
2615,2803,1,"P002","R01",0.265753827990396,0.264839611216768,0.000914216773627741,0.344008882408565
2615,2803,2,"P023","R07",0.265753827990396,0.263919408611865,0.0018344193785314,0.690270161827245
2615,2803,3,"P017","R06",0.265753827990396,0.263003301624128,0.00275052636626832,1.03499030929019
2615,2803,4,"P035","R05",0.265753827990396,0.262086112217374,0.00366771577302183,1.38011775813607
2615,2803,5,"P025","R03",0.265753827990396,0.261167998794474,0.00458582919592176,1.72559290325161
2615,2803,6,"P020","R05",0.265753827990396,0.260250804518256,0.00550302347214032,2.07072218441918
2616,2883,1,"P015","R03",0.165223698610274,0.164824902306325,0.0003987963039494,0.241367495888148
2616,2883,2,"P031","R04",0.165223698610274,0.164426111674909,0.000797586935365746,0.482731558532094
2616,2883,3,"P029","R09",0.165223698610274,0.164027316105766,0.00119638250450876,0.724098609685988
2616,2883,4,"P022","R09",0.165223698610274,0.163628518148944,0.00159518046133009,0.965467105958426
2616,2883,5,"P021","R04",0.165223698610274,0.163229723358571,0.00199397525170308,1.20683368576951
2616,2883,6,"P040","R03",0.165223698610274,0.162830923733264,0.00239277487700978,1.44820319187613
2617,149,1,"P027","R03",0.0111637769301828,0.0111622079341103,1.56899607253735e-06,0.0140543481148871
2617,149,2,"P040","R06",0.0111637769301828,0.0111606512065998,3.12572358301781e-06,0.027998800070673
2617,149,3,"P025","R04",0.0111637769301828,0.0111590826532897,4.6942768931052e-06,0.0420491821223475
2617,149,4,"P004","R04",0.0111637769301828,0.0111575094178367,6.2675123461732e-06,0.0561415046661144
2617,149,5,"P041","R04",0.0111637769301828,0.0111559327470496,7.84418313319775e-06,0.0702645993578562
2617,149,6,"P005","R03",0.0111637769301828,0.0111543588480122,9.41808217061642e-06,0.0843628659862713
2618,4342,1,"P038","R02",0.0834528387925502,0.0833338072407187,0.000119031551831503,0.142633316677693
2618,4342,2,"P012","R09",0.0834528387925502,0.0832151187174106,0.000237720075139544,0.28485558859235
2618,4342,3,"P026","R04",0.0834528387925502,0.0830962631999611,0.000356575592589101,0.427277966511706
2618,4342,4,"P011","R03",0.0834528387925502,0.0829776822541968,0.000475156538353436,0.569371330236704
2618,4342,5,"P033","R05",0.0834528387925502,0.0828591277941247,0.00059371099842552,0.711432956644395
2618,4342,6,"P005","R04",0.0834528387925502,0.0827401358935834,0.000712702898966813,0.85401875991118
2619,1555,1,"P033","R01",0.223819443577874,0.223137459669735,0.000681983908139672,0.304702709129194
2619,1555,2,"P002","R07",0.223819443577874,0.222453345731388,0.0013660978464862,0.610357091702306
2619,1555,3,"P012","R09",0.223819443577874,0.221770153065277,0.00204929051259689,0.915599860243542
2619,1555,4,"P038","R06",0.223819443577874,0.221087502740862,0.00273194083701242,1.22060031663955
2619,1555,5,"P014","R01",0.223819443577874,0.220405611368309,0.00341383220956482,1.52526168191327
2619,1555,6,"P019","R05",0.223819443577874,0.219722750246885,0.00409669333098966,1.83035632003271
2620,1566,1,"P032","R03",0.0297943326472714,0.0297797637569198,1.45688903516114e-05,0.0488981932372486
2620,1566,2,"P014","R05",0.0297943326472714,0.0297652367079629,2.90959393085162e-05,0.097655952402011
2620,1566,3,"P029","R09",0.0297943326472714,0.0297506679980212,4.36646492502149e-05,0.146553540121711
2620,1566,4,"P015","R05",0.0297943326472714,0.0297361004819157,5.82321653556928e-05,0.195447120917561
2620,1566,5,"P007","R06",0.0297943326472714,0.0297216101174499,7.2722529821493e-05,0.244081754347174
2620,1566,6,"P011","R09",0.0297943326472714,0.029707023396169,8.7309251102452e-05,0.29303979429943
2621,2907,1,"P042","R04",0.220264617268591,0.219599882071482,0.000664735197108413,0.301789368329564
2621,2907,2,"P028","R08",0.220264617268591,0.218936973356264,0.00132764391232701,0.602749515010883
2621,2907,3,"P011","R07",0.220264617268591,0.218266887193863,0.00199773007472784,0.90696821827348
2621,2907,4,"P005","R05",0.220264617268591,0.217589905814796,0.00267471145379519,1.21431734563779
2621,2907,5,"P015","R09",0.220264617268591,0.216906685241383,0.00335793202720797,1.5244990633758
2621,2907,6,"P019","R09",0.220264617268591,0.216239375193912,0.00402524207467925,1.82745741217749
2622,2461,1,"P013","R08",0.00939609931792747,0.00939438021351138,1.71910441608587e-06,0.0182959370470454
2622,2461,2,"P015","R09",0.00939609931792747,0.00939265963660515,3.43968132232413e-06,0.036607545386002
2622,2461,3,"P040","R03",0.00939609931792747,0.00939093907731847,5.16024060899858e-06,0.0549189662049762
2622,2461,4,"P019","R09",0.00939609931792747,0.00938921807141394,6.88124651352685e-06,0.0732351402501424
2622,2461,5,"P039","R08",0.00939609931792747,0.00938749850096584,8.60081696163473e-06,0.0915360371428241
2622,2461,6,"P001","R04",0.00939609931792747,0.00938577796427627,1.03213536511958e-05,0.109847217467177
2623,1647,1,"P023","R02",0.0348081256234135,0.03478933927393,1.87863494834975e-05,0.0539711608914126
2623,1647,2,"P039","R03",0.0348081256234135,0.0347706150218859,3.75106015275822e-05,0.107763922520295
2623,1647,3,"P034","R01",0.0348081256234135,0.0347520361891507,5.60894342627669e-05,0.161138910119994
2623,1647,4,"P019","R06",0.0348081256234135,0.0347333805692343,7.474505417919e-05,0.214734499030058
2623,1647,5,"P003","R03",0.0348081256234135,0.0347146232500288,9.35023733846796e-05,0.268622259056046
2623,1647,6,"P031","R04",0.0348081256234135,0.0346959033555652,0.000112222267848287,0.322402501825039
2624,2467,1,"P020","R06",0.139751480860484,0.139529266963165,0.000222213897319801,0.159006470594497
2624,2467,2,"P004","R04",0.139751480860484,0.139305268098838,0.000446212761646303,0.319290184904561
2624,2467,3,"P031","R09",0.139751480860484,0.139081699291456,0.000669781569028638,0.479266169420623
2624,2467,4,"P024","R07",0.139751480860484,0.13885684001553,0.000894640844954386,0.640165556347498
2624,2467,5,"P021","R04",0.139751480860484,0.138633014415726,0.00111846644475863,0.800325290202263
2624,2467,6,"P003","R02",0.139751480860484,0.13840803977253,0.00134344108795423,0.961307228862499
2625,1049,1,"P035","R07",0.15565266140953,0.155380204905058,0.00027245650447219,0.175041340125463
2625,1049,2,"P005","R03",0.15565266140953,0.155108396354103,0.000544265055427234,0.349666398568827
2625,1049,3,"P002","R03",0.15565266140953,0.154836588673157,0.000816072736373047,0.524290898069464
2625,1049,4,"P001","R01",0.15565266140953,0.154568353623268,0.00108430778626165,0.696620138995746
2625,1049,5,"P021","R05",0.15565266140953,0.154298024974668,0.00135463643486169,0.870294425160889
2625,1049,6,"P016","R05",0.15565266140953,0.154027148809103,0.00162551260042718,1.04432046693398
2626,466,1,"P010","R09",0.00932781003002591,0.00932652545419999,1.28457582591716e-06,0.0137714621307912
2626,466,2,"P037","R03",0.00932781003002591,0.00932524088298386,2.56914704205476e-06,0.0275428748418413
2626,466,3,"P012","R05",0.00932781003002591,0.00932395652207698,3.85350794892755e-06,0.0413120329050789
2626,466,4,"P032","R04",0.00932781003002591,0.00932267193684304,5.13809318287116e-06,0.0550835958958406
2626,466,5,"P038","R06",0.00932781003002591,0.0093213877923679,6.42223765800858e-06,0.0688504336745239
2626,466,6,"P008","R03",0.00932781003002591,0.00932010301159579,7.70701843012117e-06,0.0826240929576453
2627,4680,1,"P022","R05",0.000416507513209237,0.000416505313680514,2.19952872246038e-09,0.00052808860649662
2627,4680,2,"P005","R02",0.000416507513209237,0.000416503113138281,4.40007095581056e-09,0.00105642054855326
2627,4680,3,"P028","R07",0.000416507513209237,0.000416500912596616,6.60061262038828e-09,0.00158475235405235
2627,4680,4,"P025","R02",0.000416507513209237,0.00041649871172326,8.80148597661714e-09,0.0021131637959663
2627,4680,5,"P017","R05",0.000416507513209237,0.000416496511854297,1.10013549398796e-08,0.00264133409145803
2627,4680,6,"P023","R08",0.000416507513209237,0.000416494313016255,1.32001929815917e-08,0.00316925687123452
2628,3481,1,"P017","R06",1.53217252014532e-05,1.53217220818989e-05,3.11955423312423e-12,2.03603327439156e-05
2628,3481,2,"P008","R07",1.53217252014532e-05,1.53217189622697e-05,6.23918348965067e-12,4.07211551415824e-05
2628,3481,3,"P033","R05",1.53217252014532e-05,1.53217158426967e-05,9.35875648963688e-12,6.10816103708038e-05
2628,3481,4,"P037","R09",1.53217252014532e-05,1.53217127231049e-05,1.24783482497088e-11,8.14421880411046e-05
2628,3481,5,"P034","R05",1.53217252014532e-05,1.53217096035132e-05,1.55979400097807e-11,0.000101802765711405
2628,3481,6,"P029","R02",1.53217252014532e-05,1.53217064838839e-05,1.87175692663072e-11,0.000122163588109072
2629,649,1,"P016","R09",0.0221144170916053,0.022107680117333,6.7369742723436e-06,0.0304641729620853
2629,649,2,"P036","R05",0.0221144170916053,0.0221009572709161,1.34598206892496e-05,0.0608644606524988
2629,649,3,"P034","R09",0.0221144170916053,0.0220942032509391,2.0213840666191e-05,0.0914057132162178
2629,649,4,"P005","R03",0.0221144170916053,0.0220874634146835,2.69536769218065e-05,0.12188282788624
2629,649,5,"P035","R04",0.0221144170916053,0.0220807266245868,3.36904670185136e-05,0.152346168017707
2629,649,6,"P004","R05",0.0221144170916053,0.0220739902321176,4.04268594877029e-05,0.182807710102605
2630,3246,1,"P019","R05",0.107628660443806,0.107472086407232,0.000156574036573959,0.145476154704822
2630,3246,2,"P021","R05",0.107628660443806,0.107315604105224,0.000313056338581863,0.290867076939337
2630,3246,3,"P017","R01",0.107628660443806,0.107161358966397,0.000467301477409171,0.43417940489295
2630,3246,4,"P011","R07",0.107628660443806,0.107003869582098,0.000624790861708205,0.580506027977942
2630,3246,5,"P001","R01",0.107628660443806,0.106849239463196,0.000779420980610193,0.724176048829611
2630,3246,6,"P018","R09",0.107628660443806,0.106692407913473,0.000936252530332637,0.869891464292138
2631,4671,1,"P033","R09",4.16196409184367e-05,4.16196170157227e-05,2.3902714016259e-11,5.743133167127e-05
2631,4671,2,"P019","R01",4.16196409184367e-05,4.16195935240452e-05,4.73943915051665e-11,0.000113875061051215
2631,4671,3,"P036","R09",4.16196409184367e-05,4.16195695695489e-05,7.13488878438875e-11,0.000171430810716777
2631,4671,4,"P003","R06",4.16196409184367e-05,4.16195458164049e-05,9.51020318133147e-11,0.00022850276868003
2631,4671,5,"P028","R02",4.16196409184367e-05,4.16195218202287e-05,1.19098208020956e-10,0.000286158663056119
2631,4671,6,"P040","R04",4.16196409184367e-05,4.16194979174877e-05,1.43000949074507e-10,0.000343590059690208
2632,1364,1,"P015","R02",0.0269589503733462,0.0269505286462593,8.42172708687139e-06,0.0312390763373258
2632,1364,2,"P031","R03",0.0269589503733462,0.0269421085358589,1.68418374872602e-05,0.0624721558295956
2632,1364,3,"P024","R08",0.0269589503733462,0.0269336907273844,2.52596459618289e-05,0.0936966966889133
2632,1364,4,"P027","R05",0.0269589503733462,0.0269252713746835,3.36789986626791e-05,0.124926965613531
2632,1364,5,"P001","R01",0.0269589503733462,0.026916854379854,4.20959934922353e-05,0.156148488384232
2632,1364,6,"P007","R01",0.0269589503733462,0.0269084366217598,5.05137515863889e-05,0.187372842365298
2633,1229,1,"P041","R04",0.165529606299799,0.165107543431587,0.000422062868211309,0.254977268203545
2633,1229,2,"P019","R04",0.165529606299799,0.164685447108799,0.000844159190999394,0.509974747037395
2633,1229,3,"P009","R02",0.165529606299799,0.164263308636964,0.00126629766283501,0.764997689018577
2633,1229,4,"P017","R06",0.165529606299799,0.163841320973194,0.00168828532660456,1.01992952459926
2633,1229,5,"P028","R07",0.165529606299799,0.163419180688462,0.00211042561133662,1.27495356179023
2633,1229,6,"P013","R04",0.165529606299799,0.162997036087385,0.00253257021241377,1.52998020657822
2634,610,1,"P032","R03",0.00917214178981404,0.00917088665723264,1.25513258140107e-06,0.0136841820608894
2634,610,2,"P035","R03",0.00917214178981404,0.00916962875877151,2.51303104253225e-06,0.0273985193439013
2634,610,3,"P041","R01",0.00917214178981404,0.0091683898122979,3.75197751614591e-06,0.0409062310867523
2634,610,4,"P014","R04",0.00917214178981404,0.00916713496480673,5.0068250073091e-06,0.0545873049288155
2634,610,5,"P006","R09",0.00917214178981404,0.00916588013667292,6.26165314112324e-06,0.0682681677258523
2634,610,6,"P016","R02",0.00917214178981404,0.00916461991806254,7.52187175149903e-06,0.0820078006191783
2635,1037,1,"P025","R06",0.00614042006878336,0.00613980390039828,6.16168385078608e-07,0.0100346291976193
2635,1037,2,"P038","R08",0.00614042006878336,0.00613918786275702,1.23220602633953e-06,0.0200671291627721
2635,1037,3,"P015","R05",0.00614042006878336,0.00613857156449104,1.84850429231671e-06,0.0301038735397621
2635,1037,4,"P001","R01",0.00614042006878336,0.00613795566006091,2.46440872244715e-06,0.0401342040909497
2635,1037,5,"P036","R06",0.00614042006878336,0.00613733936399665,3.08070478671242e-06,0.0501709126118927
2635,1037,6,"P022","R09",0.00614042006878336,0.00613672294302091,3.69712576244775e-06,0.0602096553824255
2636,3643,1,"P042","R08",0.0161914344019225,0.0161882062002672,3.22820165529411e-06,0.0199377125902496
2636,3643,2,"P018","R08",0.0161914344019225,0.0161849591835961,6.47521832642522e-06,0.0399916286950858
2636,3643,3,"P004","R04",0.0161914344019225,0.0161816897756278,9.74462629471651e-06,0.060183835803698
2636,3643,4,"P036","R09",0.0161914344019225,0.0161784205078388,1.30138940836778e-05,0.0803751771500407
2636,3643,5,"P033","R06",0.0161914344019225,0.0161751758959013,1.62585060211606e-05,0.100414241367214
2636,3643,6,"P025","R03",0.0161914344019225,0.0161719062861747,1.95281157478328e-05,0.120607694556784
2637,1898,1,"P011","R01",0.0465588424690934,0.0465264116849774,3.24307841159874e-05,0.0696554776625203
2637,1898,2,"P039","R03",0.0465588424690934,0.0464938320679825,6.50104011108918e-05,0.139630621517377
2637,1898,3,"P009","R07",0.0465588424690934,0.046461189343709,9.76531253843865e-05,0.209741308429672
2637,1898,4,"P024","R05",0.0465588424690934,0.0464286452513874,0.000130197217706018,0.279640151690725
2637,1898,5,"P036","R09",0.0465588424690934,0.046396064281989,0.000162778187104452,0.349618200264552
2637,1898,6,"P041","R06",0.0465588424690934,0.0463635545292224,0.000195287939871065,0.419443288352155
2638,3561,1,"P005","R05",0.00928594719948719,0.00928486601262218,1.08118686500958e-06,0.011643258805836
2638,3561,2,"P010","R01",0.00928594719948719,0.00928378874436876,2.15845511843116e-06,0.0232443182376738
2638,3561,3,"P013","R09",0.00928594719948719,0.00928270642429663,3.24077519055915e-06,0.0348997805063777
2638,3561,4,"P035","R05",0.00928594719948719,0.00928162412171963,4.32307776755854e-06,0.04655505437073
2638,3561,5,"P021","R06",0.00928594719948719,0.00928054423050081,5.40296898637362e-06,0.0581843604136796
2638,3561,6,"P002","R02",0.00928594719948719,0.00927945978960159,6.48740988559715e-06,0.0698626617859233
2639,3048,1,"P013","R08",0.0279011515974972,0.0278895818206685,1.1569776828646e-05,0.0414670225643441
2639,3048,2,"P026","R09",0.0279011515974972,0.0278779333423745,2.32182551226853e-05,0.083216117591247
2639,3048,3,"P002","R06",0.0279011515974972,0.0278663359842307,3.48156132664729e-05,0.124781993835681
2639,3048,4,"P015","R02",0.0279011515974972,0.0278546468478922,4.65047496049573e-05,0.166676810605656
2639,3048,5,"P001","R04",0.0279011515974972,0.0278430041690681,5.81474284290957e-05,0.208405119860041
2639,3048,6,"P021","R08",0.0279011515974972,0.0278314094830662,6.97421144309728e-05,0.249961418930209
2640,3118,1,"P015","R09",0.000331454145482734,0.000331452294620888,1.85086184605662e-09,0.000558406606549149
2640,3118,2,"P010","R06",0.000331454145482734,0.000331450448160623,3.69732211107131e-09,0.00111548525232245
2640,3118,3,"P039","R06",0.000331454145482734,0.000331448599444528,5.54603820664525e-09,0.00167324448411044
2640,3118,4,"P025","R07",0.000331454145482734,0.000331446744643836,7.40083889809971e-09,0.0022328394436947
2640,3118,5,"P041","R01",0.000331454145482734,0.000331444903099021,9.2423837130145e-09,0.00278843509395659
2640,3118,6,"P003","R01",0.000331454145482734,0.000331443059026438,1.10864562965596e-08,0.00334479337418245
2641,1483,1,"P032","R05",0.278069624675557,0.276751372029476,0.00131825264608088,0.474072868483558
2641,1483,2,"P006","R01",0.278069624675557,0.275465003814219,0.00260462086133773,0.936679388975592
2641,1483,3,"P013","R08",0.278069624675557,0.274183976726467,0.00388564794908935,1.39736512163923
2641,1483,4,"P037","R01",0.278069624675557,0.272902746680538,0.0051668779950183,1.85812384256168
2641,1483,5,"P036","R07",0.278069624675557,0.271587095968195,0.00648252870736182,2.33126099800561
2641,1483,6,"P035","R04",0.278069624675557,0.270284552432548,0.00778507224300901,2.79968452221
2642,3841,1,"P019","R04",0.0934461102483239,0.0932903927611066,0.000155717487217363,0.166638811185997
2642,3841,2,"P028","R01",0.0934461102483239,0.0931347579567402,0.00031135229158373,0.333189140517826
2642,3841,3,"P002","R08",0.0934461102483239,0.0929791001264289,0.000467010121895081,0.499764110730824
2642,3841,4,"P011","R09",0.0934461102483239,0.0928233852917993,0.000622724956524628,0.66640008328843
2642,3841,5,"P031","R04",0.0934461102483239,0.0926676514788292,0.000778458769494741,0.833056365242024
2642,3841,6,"P022","R08",0.0934461102483239,0.0925119745312516,0.000934135717072335,0.999651793520308
2643,4109,1,"P038","R01",0.244940860589209,0.244083569697098,0.000857290892110341,0.349999134504596
2643,4109,2,"P013","R03",0.244940860589209,0.243211000799354,0.00172985978985488,0.70623569529954
2643,4109,3,"P039","R02",0.244940860589209,0.242342327936088,0.00259853265312063,1.06088165399183
2643,4109,4,"P011","R06",0.244940860589209,0.241479692628486,0.00346116796072304,1.41306270925854
2643,4109,5,"P020","R08",0.244940860589209,0.240619011327228,0.00432184926198051,1.76444601835081
2643,4109,6,"P003","R03",0.244940860589209,0.239748337520293,0.00519252306891541,2.11990888593464
2644,1411,1,"P034","R02",0.248716511503429,0.247492807141088,0.00122370436234112,0.492007689776659
2644,1411,2,"P007","R06",0.248716511503429,0.246324467436533,0.00239204406689675,0.961755233875483
2644,1411,3,"P031","R06",0.248716511503429,0.2451659992852,0.00355051221822891,1.42753378003211
2644,1411,4,"P008","R06",0.248716511503429,0.244002835046972,0.00471367645645754,1.89520045451126
2644,1411,5,"P002","R09",0.248716511503429,0.242840726301099,0.00587578520233009,2.36244275332282
2644,1411,6,"P042","R01",0.248716511503429,0.241686212856668,0.00703029864676177,2.82663125349635
2645,127,1,"P005","R03",0.0384112350975698,0.0383966391928919,1.45959046779151e-05,0.0379990506445302
2645,127,2,"P015","R09",0.0384112350975698,0.0383820432877625,2.91918098073232e-05,0.0759981024644796
2645,127,3,"P040","R04",0.0384112350975698,0.0383674475256829,4.37875718869024e-05,0.113996781867795
2645,127,4,"P038","R05",0.0384112350975698,0.0383528541362202,5.83809613495315e-05,0.151989284388372
2645,127,5,"P004","R06",0.0384112350975698,0.0383382630767299,7.2972020839876e-05,0.189975721047545
2645,127,6,"P009","R01",0.0384112350975698,0.0383236765121616,8.75585854082303e-05,0.227950455604511
2646,4398,1,"P017","R06",0.00831159416685583,0.00831097442335396,6.19743501871495e-07,0.00745637346374355
2646,4398,2,"P038","R08",0.00831159416685583,0.00831035487814579,1.23928871003862e-06,0.0149103611793335
2646,4398,3,"P032","R02",0.00831159416685583,0.00830973436950988,1.85979734595131e-06,0.0223759402662804
2646,4398,4,"P018","R03",0.00831159416685583,0.00830911423491276,2.47993194306927e-06,0.0298370191480053
2646,4398,5,"P042","R08",0.00831159416685583,0.00830849449373338,3.09967312245134e-06,0.0372933646689815
2646,4398,6,"P007","R04",0.00831159416685583,0.00830787436447542,3.7198023804131e-06,0.0447543793132558
2647,743,1,"P035","R01",0.198096810536963,0.197441837906007,0.000654972630956097,0.330632597859967
2647,743,2,"P010","R01",0.198096810536963,0.196786950039212,0.00130986049775098,0.661222406458972
2647,743,3,"P017","R09",0.198096810536963,0.196127085353402,0.00196972518356131,0.994324531637919
2647,743,4,"P028","R05",0.198096810536963,0.195469448533353,0.00262736200360972,1.32630202196995
2647,743,5,"P025","R07",0.198096810536963,0.194806587416669,0.00329022312029381,1.66091675649664
2647,743,6,"P022","R08",0.198096810536963,0.194151999072814,0.00394481146414838,1.99135536481155
2648,1001,1,"P002","R02",0.00490108675609545,0.00490069343982501,3.93316270440834e-07,0.00802508280335314
2648,1001,2,"P031","R01",0.00490108675609545,0.00490030237910256,7.84376992891099e-07,0.0160041442220049
2648,1001,3,"P013","R01",0.00490108675609545,0.00489991089694385,1.17585915160312e-06,0.0239918044735836
2648,1001,4,"P007","R04",0.00490108675609545,0.00489951827382235,1.5684822730986e-06,0.0320027445167724
2648,1001,5,"P021","R06",0.00490108675609545,0.00489912639856287,1.96035753257696e-06,0.0399984254540869
2648,1001,6,"P006","R02",0.00490108675609545,0.00489873277128954,2.35398480590617e-06,0.0480298538477928
2649,981,1,"P006","R06",0.0283791414599727,0.0283687422929584,1.03991670143619e-05,0.03664369843263
2649,981,2,"P025","R03",0.0283791414599727,0.0283583410114089,2.0800448563809e-05,0.0732948478837773
2649,981,3,"P002","R02",0.0283791414599727,0.0283479376457083,3.12038142644515e-05,0.10995334128928
2649,981,4,"P029","R09",0.0283791414599727,0.0283375363307313,4.16051292414094e-05,0.146604608529441
2649,981,5,"P027","R09",0.0283791414599727,0.0283271340718641,5.20073881086526e-05,0.183259201769744
2649,981,6,"P038","R09",0.0283791414599727,0.0283167307900508,6.24106699219779e-05,0.219917399580268
2650,105,1,"P004","R06",0.177407560884089,0.176904984505799,0.000502576378289127,0.28328915395973
2650,105,2,"P023","R07",0.177407560884089,0.176393894365148,0.00101366651894089,0.571377292991012
2650,105,3,"P014","R05",0.177407560884089,0.175891388404288,0.0015161724798001,0.854626754488051
2650,105,4,"P024","R03",0.177407560884089,0.175385543496086,0.00202201738800245,1.13975829323507
2650,105,5,"P016","R05",0.177407560884089,0.174880297376116,0.00252726350797225,1.42455231072337
2650,105,6,"P036","R07",0.177407560884089,0.174368965952714,0.00303859493137454,1.71277645452769
2651,4334,1,"P035","R03",0.0395286174748092,0.0395087459730491,1.98715017601242e-05,0.0502711782742918
2651,4334,2,"P026","R05",0.0395286174748092,0.0394889236092999,3.96938655093035e-05,0.100418046582579
2651,4334,3,"P037","R04",0.0395286174748092,0.0394690681073283,5.95493674808781e-05,0.150648748387994
2651,4334,4,"P002","R03",0.0395286174748092,0.0394491520456996,7.94654291096028e-05,0.201032654785472
2651,4334,5,"P013","R07",0.0395286174748092,0.0394291859684198,9.94315063893789e-05,0.251543091414074
2651,4334,6,"P021","R08",0.0395286174748092,0.0394095599697663,0.00011905750504286,0.301193192801983
2652,856,1,"P014","R04",0.039134543044643,0.0391075659130606,2.6977131582423e-05,0.0689343211485787
2652,856,2,"P016","R07",0.039134543044643,0.039080588620119,5.39544245239942e-05,0.137869054616136
2652,856,3,"P007","R04",0.039134543044643,0.0390536114100769,8.09316345661282e-05,0.206803576251816
2652,856,4,"P038","R08",0.039134543044643,0.0390266345085128,0.00010790853613022,0.27573730963748
2652,856,5,"P037","R03",0.039134543044643,0.0389996573835831,0.000134885661059965,0.344671613786554
2652,856,6,"P039","R01",0.039134543044643,0.038972680562698,0.000161862481945059,0.413605141014201
2653,4957,1,"P040","R09",0.00386061209783824,0.00386044055760092,1.71540237316886e-07,0.0044433429976801
2653,4957,2,"P019","R04",0.00386061209783824,0.00386026901743461,3.43080403625903e-07,0.00888668415606975
2653,4957,3,"P021","R09",0.00386061209783824,0.00386009746828972,5.14629548518854e-07,0.0133302578833813
2653,4957,4,"P011","R01",0.00386061209783824,0.00385992596456151,6.8613327673054e-07,0.0177726551992815
2653,4957,5,"P017","R08",0.00386061209783824,0.00385975445165487,8.57646183369341e-07,0.0222152902605673
2653,4957,6,"P025","R08",0.00386061209783824,0.00385958292963136,1.02916820687339e-06,0.0266581614726244
2654,2884,1,"P031","R06",0.211808596176985,0.211214436391538,0.000594159785446552,0.280517314297329
2654,2884,2,"P005","R08",0.211808596176985,0.210620360967746,0.001188235209239,0.560994799401872
2654,2884,3,"P009","R04",0.211808596176985,0.210025776135676,0.00178282004130839,0.84171278856817
2654,2884,4,"P026","R07",0.211808596176985,0.20943056752628,0.00237802865070502,1.12272527821202
2654,2884,5,"P040","R06",0.211808596176985,0.208836204300976,0.00297239187600865,1.40333864142367
2654,2884,6,"P034","R07",0.211808596176985,0.208240963754845,0.00356763242213964,1.68436620917811
2655,3142,1,"P024","R01",0.204986027036427,0.204286190415473,0.000699836620953048,0.341406988110797
2655,3142,2,"P020","R09",0.204986027036427,0.203586284951987,0.00139974208443958,0.682847560234356
2655,3142,3,"P019","R07",0.204986027036427,0.202886354586869,0.00209967244955711,1.02430028032301
2655,3142,4,"P031","R07",0.204986027036427,0.202186406494358,0.00279962054206895,1.36576164851053
2655,3142,5,"P033","R07",0.204986027036427,0.201486431991284,0.00349959504514283,1.70723590077725
2655,3142,6,"P041","R09",0.204986027036427,0.200786519661403,0.00419950737502323,2.04867982258955
2656,2482,1,"P018","R04",0.0336033425775194,0.0335874682511815,1.58743263378933e-05,0.0472403193261887
2656,2482,2,"P023","R01",0.0336033425775194,0.0335718305814894,3.15119960300064e-05,0.0937763734584189
2656,2482,3,"P020","R08",0.0336033425775194,0.0335561166892942,4.72258882251303e-05,0.140539257712786
2656,2482,4,"P033","R03",0.0336033425775194,0.0335402483172933,6.30942602260903e-05,0.187761857560862
2656,2482,5,"P024","R05",0.0336033425775194,0.0335244391666363,7.89034108830342e-05,0.234808220941153
2656,2482,6,"P036","R05",0.0336033425775194,0.0335085669887687,9.4775588750616e-05,0.282042146646509
2657,4582,1,"P002","R09",0.237698540441134,0.236859281500475,0.000839258940659199,0.353077027356439
2657,4582,2,"P040","R06",0.237698540441134,0.236020630678912,0.00167790976222196,0.70589821843584
2657,4582,3,"P010","R02",0.237698540441134,0.235180978755523,0.00251756168561076,1.05914057399702
2657,4582,4,"P032","R05",0.237698540441134,0.23434183774401,0.00335670269712332,1.41216798845032
2657,4582,5,"P004","R02",0.237698540441134,0.23350195385979,0.00419658658134422,1.76550793015219
2657,4582,6,"P015","R08",0.237698540441134,0.232663492654822,0.00503504778631136,2.11824934935109
2658,4061,1,"P037","R05",0.00550680879665432,0.00550647426415875,3.34532495573081e-07,0.00607488852302857
2658,4061,2,"P041","R05",0.00550680879665432,0.0055061386926857,6.70103968623999e-07,0.012168644188829
2658,4061,3,"P021","R04",0.00550680879665432,0.00550580312929579,1.00566735853746e-06,0.0182622530702075
2658,4061,4,"P001","R06",0.00550680879665432,0.00550546988028286,1.33891637146312e-06,0.0243138343985464
2658,4061,5,"P027","R08",0.00550680879665432,0.00550513835232503,1.67044432928826e-06,0.0303341625062985
2658,4061,6,"P004","R05",0.00550680879665432,0.00550480197783353,2.00681882079733e-06,0.0364425004553741
2659,1625,1,"P017","R08",0.0610845003545454,0.0610279679953375,5.65323592079323e-05,0.0925477967075253
2659,1625,2,"P013","R09",0.0610845003545454,0.0609708175939956,0.000113682760549801,0.186107375668075
2659,1625,3,"P012","R08",0.0610845003545454,0.0609141093286059,0.000170391025939506,0.278943144251858
2659,1625,4,"P030","R03",0.0610845003545454,0.0608570111766321,0.000227489177913293,0.372417186999819
2659,1625,5,"P034","R07",0.0610845003545454,0.0607995841999308,0.000284916154614567,0.46642954098153
2659,1625,6,"P035","R07",0.0610845003545454,0.0607420933917,0.000342406962845369,0.560546392060143
